component,layer,index,delta_loss,delta_accuracy,seed,step
head,0,1,1.2605352887658228,0.2871972322463989,1,2000
head,0,2,1.078366805031692,0.25951558351516724,1,2000
head,0,3,1.3765572795418848,0.2837370038032532,1,2000
mlp_group,0,0,0.0011392987107683439,0.0,1,2000
mlp_group,0,1,3.983951683039777e-05,0.0,1,2000
mlp_group,0,2,0.025487724855338456,0.0069203972816467285,1,2000
mlp_group,0,3,0.0001305362857237924,0.0,1,2000
mlp_group,0,4,0.01694225908795488,0.01038062572479248,1,2000
mlp_group,0,5,0.0008532389656465966,0.0,1,2000
mlp_group,0,6,0.010881881393288495,0.003460228443145752,1,2000
mlp_group,0,7,0.001553103491460206,0.0,1,2000
head,1,0,0.2701370903996576,0.06228375434875488,1,2000
head,1,1,0.5464244970826257,0.15916955471038818,1,2000
head,1,2,1.3327166327981104,0.30449825525283813,1,2000
head,1,3,0.4712612518815149,0.11072665452957153,1,2000
mlp_group,1,0,3.6050132621312514e-05,0.0,1,2000
mlp_group,1,1,2.7847239834954962e-05,0.0,1,2000
mlp_group,1,2,0.00010217556337011047,0.0,1,2000
mlp_group,1,3,5.112005237606354e-05,0.0,1,2000
mlp_group,1,4,3.849060522043146e-05,0.0,1,2000
mlp_group,1,5,8.817400157568045e-05,0.0,1,2000
mlp_group,1,6,5.20302819495555e-05,0.0,1,2000
mlp_group,1,7,0.00011401823212509044,0.0,1,2000
head,0,0,0.6344282657737494,0.1764705777168274,1,2100
head,0,1,1.2722978622550727,0.2906574606895447,1,2100
head,0,2,1.0895320207710029,0.25951558351516724,1,2100
head,0,3,1.3897026807899238,0.2837370038032532,1,2100
mlp_group,0,0,0.0011696111541823484,0.0,1,2100
mlp_group,0,1,3.8643549487460405e-05,0.0,1,2100
mlp_group,0,2,0.026592632093525026,0.0069203972816467285,1,2100
mlp_group,0,3,0.00012905525363748893,0.0,1,2100
mlp_group,0,4,0.01791729898104677,0.01038062572479248,1,2100
mlp_group,0,5,0.0008688667803653516,0.0,1,2100
mlp_group,0,6,0.010988492787873838,0.003460228443145752,1,2100
mlp_group,0,7,0.0016178191071958281,0.0,1,2100
head,1,0,0.2736941904659034,0.06228375434875488,1,2100
head,1,1,0.5583590895766974,0.15916955471038818,1,2100
head,1,2,1.3489912778968574,0.3079584836959839,1,2100
head,1,3,0.4781366617316962,0.11072665452957153,1,2100
mlp_group,1,0,3.4127471735700965e-05,0.0,1,2100
mlp_group,1,1,2.6377027097623795e-05,0.0,1,2100
mlp_group,1,2,9.944184421328828e-05,0.0,1,2100
mlp_group,1,3,4.8544156015850604e-05,0.0,1,2100
mlp_group,1,4,3.647523408289999e-05,0.0,1,2100
mlp_group,1,5,8.41954824863933e-05,0.0,1,2100
mlp_group,1,6,4.904196975985542e-05,0.0,1,2100
mlp_group,1,7,0.00011006270506186411,0.0,1,2100
head,0,0,0.6405690500469063,0.1764705777168274,1,2200
head,0,1,1.2837930509776925,0.2975778579711914,1,2200
head,0,2,1.1006862709255074,0.25951558351516724,1,2200
head,0,3,1.402715165349946,0.2837370038032532,1,2200
mlp_group,0,0,0.0012030462457914837,0.0,1,2200
mlp_group,0,1,3.7559344491455704e-05,0.0,1,2200
mlp_group,0,2,0.027694015014276374,0.0069203972816467285,1,2200
mlp_group,0,3,0.00012760741083184257,0.0,1,2200
mlp_group,0,4,0.018900960865721572,0.01038062572479248,1,2200
mlp_group,0,5,0.0008860717716743238,0.0,1,2200
mlp_group,0,6,0.011086318823799957,0.003460228443145752,1,2200
mlp_group,0,7,0.0016812098401715048,0.0,1,2200
head,1,0,0.27718706819723593,0.06228375434875488,1,2200
head,1,1,0.5702026674480294,0.15916955471038818,1,2200
head,1,2,1.364868838521943,0.31141871213912964,1,2200
head,1,3,0.48494322988699423,0.11072665452957153,1,2200
mlp_group,1,0,3.23854255839251e-05,0.0,1,2200
mlp_group,1,1,2.504123403923586e-05,0.0,1,2200
mlp_group,1,2,9.70366018009372e-05,0.0,1,2200
mlp_group,1,3,4.618924140231684e-05,0.0,1,2200
mlp_group,1,4,3.463841130724177e-05,0.0,1,2200
mlp_group,1,5,8.053978672251105e-05,0.0,1,2200
mlp_group,1,6,4.633567004930228e-05,0.0,1,2200
mlp_group,1,7,0.0001065184551407583,0.0,1,2200
head,0,0,0.6465978402993642,0.17993080615997314,1,2300
head,0,1,1.2950808782479726,0.2975778579711914,1,2300
head,0,2,1.11179564188933,0.2560553550720215,1,2300
head,0,3,1.4156328220269643,0.2837370038032532,1,2300
mlp_group,0,0,0.0012400198611430824,0.0,1,2300
mlp_group,0,1,3.6595098208636045e-05,0.0,1,2300
mlp_group,0,2,0.028794506972189993,0.0069203972816467285,1,2300
mlp_group,0,3,0.0001262129662791267,0.0,1,2300
mlp_group,0,4,0.019887274538632482,0.01038062572479248,1,2300
mlp_group,0,5,0.0009049487998709083,0.0,1,2300
mlp_group,0,6,0.011178669927176088,0.003460228443145752,1,2300
mlp_group,0,7,0.0017440749215893447,0.0,1,2300
head,1,0,0.28063906024908647,0.06228375434875488,1,2300
head,1,1,0.5819782991311513,0.16262978315353394,1,2300
head,1,2,1.3804087419412099,0.3079584836959839,1,2300
head,1,3,0.4917075414559804,0.11072665452957153,1,2300
mlp_group,1,0,3.078521694988012e-05,0.0,1,2300
mlp_group,1,1,2.383490209467709e-05,0.0,1,2300
mlp_group,1,2,9.499239968135953e-05,0.0,1,2300
mlp_group,1,3,4.4037144107278436e-05,0.0,1,2300
mlp_group,1,4,3.29574104398489e-05,0.0,1,2300
mlp_group,1,5,7.718224514974281e-05,0.0,1,2300
mlp_group,1,6,4.385445936350152e-05,0.0,1,2300
mlp_group,1,7,0.00010334175021853298,0.0,1,2300
head,0,0,0.6525348656177812,0.1764705777168274,1,2400
head,0,1,1.3061663739681535,0.30103808641433716,1,2400
head,0,2,1.122872077703505,0.2560553550720215,1,2400
head,0,3,1.428466641187697,0.2906574606895447,1,2400
mlp_group,0,0,0.001280689688428538,0.0,1,2400
mlp_group,0,1,3.570386252249591e-05,0.0,1,2400
mlp_group,0,2,0.029894047260313528,0.0069203972816467285,1,2400
mlp_group,0,3,0.0001247724321729038,0.0,1,2400
mlp_group,0,4,0.020884581685095327,0.01038062572479248,1,2400
mlp_group,0,5,0.000925394724617945,0.0,1,2400
mlp_group,0,6,0.011266044184594648,0.003460228443145752,1,2400
mlp_group,0,7,0.0018057326851703692,0.0,1,2400
head,1,0,0.2840362124443345,0.06228375434875488,1,2400
head,1,1,0.5936728351116471,0.16262978315353394,1,2400
head,1,2,1.3956757419109636,0.3079584836959839,1,2400
head,1,3,0.4984339408874803,0.11072665452957153,1,2400
mlp_group,1,0,2.930544360424392e-05,0.0,1,2400
mlp_group,1,1,2.27188975259196e-05,0.0,1,2400
mlp_group,1,2,9.32088187255431e-05,0.0,1,2400
mlp_group,1,3,4.2054507503053173e-05,0.0,1,2400
mlp_group,1,4,3.1403022148879245e-05,0.0,1,2400
mlp_group,1,5,7.40462310204748e-05,0.0,1,2400
mlp_group,1,6,4.157857983955182e-05,0.0,1,2400
mlp_group,1,7,0.00010045226736110635,0.0,1,2400
head,0,0,0.6583540835126769,0.17993080615997314,1,2500
head,0,1,1.3170901336416136,0.30449825525283813,1,2500
head,0,2,1.1339727439626586,0.25259512662887573,1,2500
head,0,3,1.4412394561513793,0.29411762952804565,1,2500
mlp_group,0,0,0.0013256068050395697,0.0,1,2500
mlp_group,0,1,3.491198003757745e-05,0.0,1,2500
mlp_group,0,2,0.031007759709609672,0.0069203972816467285,1,2500
mlp_group,0,3,0.00012335604697000235,0.0,1,2500
mlp_group,0,4,0.021883141685975716,0.01038062572479248,1,2500
mlp_group,0,5,0.0009474671387579292,0.0,1,2500
mlp_group,0,6,0.011348635394824669,0.003460228443145752,1,2500
mlp_group,0,7,0.0018666191899683326,0.0,1,2500
head,1,0,0.28738389394129626,0.06574392318725586,1,2500
head,1,1,0.6053254999860656,0.16262978315353394,1,2500
head,1,2,1.4106746711477172,0.3079584836959839,1,2500
head,1,3,0.5051311650022399,0.11072665452957153,1,2500
mlp_group,1,0,2.796669286908582e-05,0.0,1,2500
mlp_group,1,1,2.1719599317293614e-05,0.0,1,2500
mlp_group,1,2,9.169489203486592e-05,0.0,1,2500
mlp_group,1,3,4.02483346988447e-05,0.0,1,2500
mlp_group,1,4,2.997690171469003e-05,0.0,1,2500
mlp_group,1,5,7.113714673323557e-05,0.0,1,2500
mlp_group,1,6,3.947834193240851e-05,0.0,1,2500
mlp_group,1,7,9.786855662241578e-05,0.0,1,2500
head,0,0,0.6640950143155351,0.18339097499847412,1,2600
head,0,1,1.3279044925984635,0.3079584836959839,1,2600
head,0,2,1.14506533740132,0.25259512662887573,1,2600
head,0,3,1.4540065824803605,0.2975778579711914,1,2600
mlp_group,0,0,0.0013745830910920631,0.0,1,2600
mlp_group,0,1,3.419095082790591e-05,0.0,1,2600
mlp_group,0,2,0.032127652299095644,0.0069203972816467285,1,2600
mlp_group,0,3,0.00012191710629849695,0.0,1,2600
mlp_group,0,4,0.02288591859905864,0.01038062572479248,1,2600
mlp_group,0,5,0.000971253128227545,0.0,1,2600
mlp_group,0,6,0.011431023460318102,0.003460228443145752,1,2600
mlp_group,0,7,0.0019285299167677294,0.0,1,2600
head,1,0,0.290721356850554,0.06574392318725586,1,2600
head,1,1,0.6169238984402909,0.16262978315353394,1,2600
head,1,2,1.4254156648930802,0.31141871213912964,1,2600
head,1,3,0.5117957293805375,0.11072665452957153,1,2600
mlp_group,1,0,2.671043694135733e-05,0.0,1,2600
mlp_group,1,1,2.077595127047971e-05,0.0,1,2600
mlp_group,1,2,9.043689715326764e-05,0.0,1,2600
mlp_group,1,3,3.856625335174613e-05,0.0,1,2600
mlp_group,1,4,2.8634065529331565e-05,0.0,1,2600
mlp_group,1,5,6.841752110631205e-05,0.0,1,2600
mlp_group,1,6,3.753683631657623e-05,0.0,1,2600
mlp_group,1,7,9.551141920383088e-05,0.0,1,2600
head,0,0,0.6697460528703232,0.17993080615997314,1,2700
head,0,1,1.338627469191124,0.3079584836959839,1,2700
head,0,2,1.1561743136735458,0.25951558351516724,1,2700
head,0,3,1.4667568322511215,0.2975778579711914,1,2700
mlp_group,0,0,0.0014278701746661682,0.0,1,2700
mlp_group,0,1,3.350091355969198e-05,0.0,1,2700
mlp_group,0,2,0.03326110581474495,0.0069203972816467285,1,2700
mlp_group,0,3,0.00012039562352583744,0.0,1,2700
mlp_group,0,4,0.02388835738020134,0.01038062572479248,1,2700
mlp_group,0,5,0.000996769103949191,0.0,1,2700
mlp_group,0,6,0.01150563398914528,0.003460228443145752,1,2700
mlp_group,0,7,0.0019882322994817514,0.0,1,2700
head,1,0,0.29400528634505463,0.06574392318725586,1,2700
head,1,1,0.6284926053376694,0.1660899519920349,1,2700
head,1,2,1.4399685975404282,0.3148788809776306,1,2700
head,1,3,0.5184419270844955,0.11072665452957153,1,2700
mlp_group,1,0,2.5543242372805253e-05,0.0,1,2700
mlp_group,1,1,1.991519457078539e-05,0.0,1,2700
mlp_group,1,2,8.933658318710513e-05,0.0,1,2700
mlp_group,1,3,3.698228465509601e-05,0.0,1,2700
mlp_group,1,4,2.7381112886359915e-05,0.0,1,2700
mlp_group,1,5,6.586097515537404e-05,0.0,1,2700
mlp_group,1,6,3.5731802199734375e-05,0.0,1,2700
mlp_group,1,7,9.333315028925426e-05,0.0,1,2700
head,0,0,0.6752870369236916,0.17993080615997314,1,2800
head,0,1,1.3492526698391885,0.31141871213912964,1,2800
head,0,2,1.16729053738527,0.25951558351516724,1,2800
head,0,3,1.479544012574479,0.2975778579711914,1,2800
mlp_group,0,0,0.0014862969983369112,0.0,1,2800
mlp_group,0,1,3.28648675349541e-05,0.0,1,2800
mlp_group,0,2,0.03439798089675605,0.0069203972816467285,1,2800
mlp_group,0,3,0.00011883409752044827,0.0,1,2800
mlp_group,0,4,0.024897231487557292,0.01038062572479248,1,2800
mlp_group,0,5,0.0010239353869110346,0.0,1,2800
mlp_group,0,6,0.011580080492421985,0.003460228443145752,1,2800
mlp_group,0,7,0.0020473813638091087,0.0,1,2800
head,1,0,0.29727837326936424,0.06574392318725586,1,2800
head,1,1,0.6399934578221291,0.1660899519920349,1,2800
head,1,2,1.4543453145306557,0.3148788809776306,1,2800
head,1,3,0.5250894713681191,0.11418682336807251,1,2800
mlp_group,1,0,2.444986967020668e-05,0.0,1,2800
mlp_group,1,1,1.911381332320161e-05,0.0,1,2800
mlp_group,1,2,8.843330579111353e-05,0.0,1,2800
mlp_group,1,3,3.551336703822017e-05,0.0,1,2800
mlp_group,1,4,2.6208985218545422e-05,0.0,1,2800
mlp_group,1,5,6.345931615214795e-05,0.0,1,2800
mlp_group,1,6,3.404921881156042e-05,0.0,1,2800
mlp_group,1,7,9.13674448383972e-05,0.0,1,2800
head,0,0,0.6807681659611262,0.17993080615997314,1,2900
head,0,1,1.359851990118841,0.3079584836959839,1,2900
head,0,2,1.1784468034657039,0.2560553550720215,1,2900
head,0,3,1.492298040762762,0.2975778579711914,1,2900
mlp_group,0,0,0.001550529492305941,0.0,1,2900
mlp_group,0,1,3.229522371839266e-05,0.0,1,2900
mlp_group,0,2,0.03557679824552906,0.0069203972816467285,1,2900
mlp_group,0,3,0.00011719385474862065,0.0,1,2900
mlp_group,0,4,0.025905244276145822,0.01038062572479248,1,2900
mlp_group,0,5,0.0010530430499784416,0.0,1,2900
mlp_group,0,6,0.011651801169136888,0.003460228443145752,1,2900
mlp_group,0,7,0.002106440011630184,0.0,1,2900
head,1,0,0.3005174437912501,0.06574392318725586,1,2900
head,1,1,0.651523087397436,0.1660899519920349,1,2900
head,1,2,1.468569670096258,0.3148788809776306,1,2900
head,1,3,0.5317011217030085,0.11418682336807251,1,2900
mlp_group,1,0,2.3438582502421923e-05,0.0,1,2900
mlp_group,1,1,1.8373068087385036e-05,0.0,1,2900
mlp_group,1,2,8.770139356784057e-05,0.0,1,2900
mlp_group,1,3,3.414547427382786e-05,0.0,1,2900
mlp_group,1,4,2.51168694376247e-05,0.0,1,2900
mlp_group,1,5,6.11931591265602e-05,0.0,1,2900
mlp_group,1,6,3.2474274121341296e-05,0.0,1,2900
mlp_group,1,7,8.95760294952197e-05,0.0,1,2900
head,0,0,0.6861512437117199,0.18339097499847412,1,3000
head,0,1,1.3704292550337414,0.30449825525283813,1,3000
head,0,2,1.1896431222212414,0.2560553550720215,1,3000
head,0,3,1.5050571933043102,0.2975778579711914,1,3000
mlp_group,0,0,0.0016196355809370289,0.0,1,3000
mlp_group,0,1,3.176225618517492e-05,0.0,1,3000
mlp_group,0,2,0.03676179047943151,0.0069203972816467285,1,3000
mlp_group,0,3,0.00011553958211152349,0.0,1,3000
mlp_group,0,4,0.026919009129414917,0.01038062572479248,1,3000
mlp_group,0,5,0.0010840154372999677,0.0,1,3000
mlp_group,0,6,0.011722577701220871,0.003460228443145752,1,3000
mlp_group,0,7,0.002165650448660017,0.0,1,3000
head,1,0,0.30374524738908804,0.06574392318725586,1,3000
head,1,1,0.6630051508200268,0.1660899519920349,1,3000
head,1,2,1.4826065078032116,0.32179927825927734,1,3000
head,1,3,0.5383491292250255,0.11418682336807251,1,3000
mlp_group,1,0,2.2481714040623046e-05,0.0,1,3000
mlp_group,1,1,1.7695821952656843e-05,0.0,1,3000
mlp_group,1,2,8.711537702765781e-05,0.0,1,3000
mlp_group,1,3,3.2871173971216194e-05,0.0,1,3000
mlp_group,1,4,2.4086612029350363e-05,0.0,1,3000
mlp_group,1,5,5.905550096940715e-05,0.0,1,3000
mlp_group,1,6,3.1006953577161767e-05,0.0,1,3000
mlp_group,1,7,8.792510379862506e-05,0.0,1,3000
head,0,0,0.6914738305895298,0.18339097499847412,1,3100
head,0,1,1.3809363135187596,0.30449825525283813,1,3100
head,0,2,1.2008852251856297,0.2629757523536682,1,3100
head,0,3,1.5178610571711033,0.2975778579711914,1,3100
mlp_group,0,0,0.0016945099741860759,0.0,1,3100
mlp_group,0,1,3.125488728983328e-05,0.0,1,3100
mlp_group,0,2,0.03795003528284724,0.0069203972816467285,1,3100
mlp_group,0,3,0.00011379456191207282,0.0,1,3100
mlp_group,0,4,0.027916010567423655,0.01038062572479248,1,3100
mlp_group,0,5,0.0011168825258209836,0.0,1,3100
mlp_group,0,6,0.011789632128056837,0.003460228443145752,1,3100
mlp_group,0,7,0.0022236924669414293,0.0,1,3100
head,1,0,0.30696227038788493,0.06574392318725586,1,3100
head,1,1,0.6744905599443882,0.1660899519920349,1,3100
head,1,2,1.49656860912728,0.3252595067024231,1,3100
head,1,3,0.5449583419649571,0.12110728025436401,1,3100
mlp_group,1,0,2.159085124731064e-05,0.0,1,3100
mlp_group,1,1,1.7053214833140373e-05,0.0,1,3100
mlp_group,1,2,8.664411507197656e-05,0.0,1,3100
mlp_group,1,3,3.166490569128655e-05,0.0,1,3100
mlp_group,1,4,2.3114916984923184e-05,0.0,1,3100
mlp_group,1,5,5.700518158846535e-05,0.0,1,3100
mlp_group,1,6,2.962332291644998e-05,0.0,1,3100
mlp_group,1,7,8.638994404464029e-05,0.0,1,3100
head,0,0,0.6966981512759958,0.18339097499847412,1,3200
head,0,1,1.3915254098628793,0.3148788809776306,1,3200
head,0,2,1.2121557218288217,0.2629757523536682,1,3200
head,0,3,1.5306672078822885,0.2975778579711914,1,3200
mlp_group,0,0,0.0017758752019290114,0.0,1,3200
mlp_group,0,1,3.0783381589571945e-05,0.0,1,3200
mlp_group,0,2,0.03917656441080908,0.0069203972816467285,1,3200
mlp_group,0,3,0.00011197021558473352,0.0,1,3200
mlp_group,0,4,0.028922300532940426,0.01038062572479248,1,3200
mlp_group,0,5,0.0011515336609591031,0.0,1,3200
mlp_group,0,6,0.011856497012558975,0.003460228443145752,1,3200
mlp_group,0,7,0.0022813139748905087,0.0,1,3200
head,1,0,0.31017299716222624,0.06574392318725586,1,3200
head,1,1,0.6859624010776315,0.1660899519920349,1,3200
head,1,2,1.510399959728602,0.32871973514556885,1,3200
head,1,3,0.5515827161525522,0.12110728025436401,1,3200
mlp_group,1,0,2.074698386422824e-05,0.0,1,3200
mlp_group,1,1,1.6460913684568368e-05,0.0,1,3200
mlp_group,1,2,8.631956188764889e-05,0.0,1,3200
mlp_group,1,3,3.052420106541831e-05,0.0,1,3200
mlp_group,1,4,2.219146517745685e-05,0.0,1,3200
mlp_group,1,5,5.508626236405689e-05,0.0,1,3200
mlp_group,1,6,2.833042344718706e-05,0.0,1,3200
mlp_group,1,7,8.495488327753264e-05,0.0,1,3200
head,0,0,0.701847520260344,0.18339097499847412,1,3300
head,0,1,1.4020142821354966,0.31141871213912964,1,3300
head,0,2,1.2234792975468736,0.26643598079681396,1,3300
head,0,3,1.5434682635350327,0.30103808641433716,1,3300
mlp_group,0,0,0.0018646141506906133,0.0,1,3300
mlp_group,0,1,3.036249108845368e-05,0.0,1,3300
mlp_group,0,2,0.04041189753843355,0.0069203972816467285,1,3300
mlp_group,0,3,0.00011003945473930798,0.0,1,3300
mlp_group,0,4,0.029936483664641855,0.01038062572479248,1,3300
mlp_group,0,5,0.001188373029435752,0.0,1,3300
mlp_group,0,6,0.011926133720407961,0.003460228443145752,1,3300
mlp_group,0,7,0.0023414416464220267,0.0,1,3300
head,1,0,0.31338092365695047,0.06574392318725586,1,3300
head,1,1,0.6974286107106309,0.1660899519920349,1,3300
head,1,2,1.5241562394185166,0.32871973514556885,1,3300
head,1,3,0.5582073596997361,0.12110728025436401,1,3300
mlp_group,1,0,1.994148624362424e-05,0.0,1,3300
mlp_group,1,1,1.590655665495433e-05,0.0,1,3300
mlp_group,1,2,8.617166531621478e-05,0.0,1,3300
mlp_group,1,3,2.9449467547237873e-05,0.0,1,3300
mlp_group,1,4,2.1319574443623424e-05,0.0,1,3300
mlp_group,1,5,5.323446021066047e-05,0.0,1,3300
mlp_group,1,6,2.7095655241282657e-05,0.0,1,3300
mlp_group,1,7,8.36816725495737e-05,0.0,1,3300
head,0,0,0.7068868419519276,0.18339097499847412,1,3400
head,0,1,1.4125542184701771,0.31141871213912964,1,3400
head,0,2,1.2349012634149403,0.26643598079681396,1,3400
head,0,3,1.556280924974999,0.3079584836959839,1,3400
mlp_group,0,0,0.001959701803571079,0.0,1,3400
mlp_group,0,1,2.9946259019197896e-05,0.0,1,3400
mlp_group,0,2,0.041645347177109215,0.0069203972816467285,1,3400
mlp_group,0,3,0.00010808841761900112,0.0,1,3400
mlp_group,0,4,0.03095079123886535,0.01038062572479248,1,3400
mlp_group,0,5,0.0012274545515538193,0.0,1,3400
mlp_group,0,6,0.01198718979867408,0.003460228443145752,1,3400
mlp_group,0,7,0.002398004558926914,0.0,1,3400
head,1,0,0.3165801307550282,0.06574392318725586,1,3400
head,1,1,0.7088746568551869,0.1660899519920349,1,3400
head,1,2,1.537870838343224,0.32871973514556885,1,3400
head,1,3,0.5648129722467274,0.12456744909286499,1,3400
mlp_group,1,0,1.9195780623704195e-05,0.0,1,3400
mlp_group,1,1,1.5376113879028708e-05,0.0,1,3400
mlp_group,1,2,8.606614574091509e-05,0.0,1,3400
mlp_group,1,3,2.8443602786865085e-05,0.0,1,3400
mlp_group,1,4,2.04930329346098e-05,0.0,1,3400
mlp_group,1,5,5.148856871528551e-05,0.0,1,3400
mlp_group,1,6,2.594212128315121e-05,0.0,1,3400
mlp_group,1,7,8.245634671766311e-05,0.0,1,3400
head,0,0,0.7119356816237996,0.18339097499847412,1,3500
head,0,1,1.4231554692214559,0.31141871213912964,1,3500
head,0,2,1.2463735764449666,0.2629757523536682,1,3500
head,0,3,1.569078010839803,0.3079584836959839,1,3500
mlp_group,0,0,0.002063032339719939,0.0,1,3500
mlp_group,0,1,2.955266427306924e-05,0.0,1,3500
mlp_group,0,2,0.04294343791661959,0.0069203972816467285,1,3500
mlp_group,0,3,0.0001061139610101236,0.0,1,3500
mlp_group,0,4,0.031963245344741154,0.01038062572479248,1,3500
mlp_group,0,5,0.0012691760039160727,0.0,1,3500
mlp_group,0,6,0.012050913048369694,0.003460228443145752,1,3500
mlp_group,0,7,0.0024562446469644783,0.0,1,3500
head,1,0,0.31980187944827776,0.06574392318725586,1,3500
head,1,1,0.7203902428573201,0.16955018043518066,1,3500
head,1,2,1.5515058463042806,0.3321799039840698,1,3500
head,1,3,0.5714332287734578,0.12456744909286499,1,3500
mlp_group,1,0,1.8469874703441747e-05,0.0,1,3500
mlp_group,1,1,1.4888986697769724e-05,0.0,1,3500
mlp_group,1,2,8.611722114437725e-05,0.0,1,3500
mlp_group,1,3,2.748886436165776e-05,0.0,1,3500
mlp_group,1,4,1.9706914827111177e-05,0.0,1,3500
mlp_group,1,5,4.97850760439178e-05,0.0,1,3500
mlp_group,1,6,2.4852919523254968e-05,0.0,1,3500
mlp_group,1,7,8.130513560899999e-05,0.0,1,3500
head,0,0,0.7168390141905547,0.18685120344161987,1,3600
head,0,1,1.4337126599730254,0.3148788809776306,1,3600
head,0,2,1.2579553710402251,0.2629757523536682,1,3600
head,0,3,1.5818954097212554,0.30449825525283813,1,3600
mlp_group,0,0,0.0021750168980361195,0.0,1,3600
mlp_group,0,1,2.9176871976233087e-05,0.0,1,3600
mlp_group,0,2,0.04419352357399475,0.01038062572479248,1,3600
mlp_group,0,3,0.00010400013889011461,0.0,1,3600
mlp_group,0,4,0.032976756441712496,0.01038062572479248,1,3600
mlp_group,0,5,0.0013122167310939403,0.0,1,3600
mlp_group,0,6,0.012111112113416311,0.003460228443145752,1,3600
mlp_group,0,7,0.0025118657958955737,0.0,1,3600
head,1,0,0.3230274604738952,0.06574392318725586,1,3600
head,1,1,0.7318581925810577,0.16955018043518066,1,3600
head,1,2,1.5650495873869659,0.3321799039840698,1,3600
head,1,3,0.5780972229422332,0.12456744909286499,1,3600
mlp_group,1,0,1.7782729628379457e-05,0.0,1,3600
mlp_group,1,1,1.4422048479900695e-05,0.0,1,3600
mlp_group,1,2,8.623697249277029e-05,0.0,1,3600
mlp_group,1,3,2.65629878413165e-05,0.0,1,3600
mlp_group,1,4,1.893811895570252e-05,0.0,1,3600
mlp_group,1,5,4.817344051843975e-05,0.0,1,3600
mlp_group,1,6,2.380206024099607e-05,0.0,1,3600
mlp_group,1,7,8.023751615837682e-05,0.0,1,3600
head,0,0,0.7217275095335935,0.18685120344161987,1,3700
head,0,1,1.4443854284636473,0.3148788809776306,1,3700
head,0,2,1.2696136427275633,0.2698962092399597,1,3700
head,0,3,1.594715614353845,0.30103808641433716,1,3700
mlp_group,0,0,0.002294173946211231,0.0,1,3700
mlp_group,0,1,2.8792046578018926e-05,0.0,1,3700
mlp_group,0,2,0.04549157295150508,0.01038062572479248,1,3700
mlp_group,0,3,0.00010180023855355103,0.0,1,3700
mlp_group,0,4,0.0340040628962015,0.01038062572479248,1,3700
mlp_group,0,5,0.0013588165329565527,0.0,1,3700
mlp_group,0,6,0.012168044706413639,0.003460228443145752,1,3700
mlp_group,0,7,0.0025671217754279496,0.003460228443145752,1,3700
head,1,0,0.3262581122271513,0.06920415163040161,1,3700
head,1,1,0.7433079076163267,0.16955018043518066,1,3700
head,1,2,1.578516383206079,0.3356401324272156,1,3700
head,1,3,0.5847150278441404,0.12802767753601074,1,3700
mlp_group,1,0,1.713642450340558e-05,0.0,1,3700
mlp_group,1,1,1.3995118933962658e-05,0.0,1,3700
mlp_group,1,2,8.637170139991213e-05,0.0,1,3700
mlp_group,1,3,2.5687839297461323e-05,0.0,1,3700
mlp_group,1,4,1.8224573068437167e-05,0.0,1,3700
mlp_group,1,5,4.664668995246757e-05,0.0,1,3700
mlp_group,1,6,2.2812653696746565e-05,0.0,1,3700
mlp_group,1,7,7.922144322947133e-05,0.0,1,3700
head,0,0,0.7264826826940407,0.19031143188476562,1,3800
head,0,1,1.4550486140142311,0.32179927825927734,1,3800
head,0,2,1.2813950114141335,0.26643598079681396,1,3800
head,0,3,1.6075302891622414,0.30449825525283813,1,3800
mlp_group,0,0,0.002425418068014551,0.0,1,3800
mlp_group,0,1,2.850634336937219e-05,0.0,1,3800
mlp_group,0,2,0.04675603361829417,0.013840854167938232,1,3800
mlp_group,0,3,9.963748016161844e-05,0.0,1,3800
mlp_group,0,4,0.0350251019190182,0.01038062572479248,1,3800
mlp_group,0,5,0.0014073705024202354,0.0,1,3800
mlp_group,0,6,0.01222714765026467,0.003460228443145752,1,3800
mlp_group,0,7,0.0026250344890286215,0.003460228443145752,1,3800
head,1,0,0.3295310668836464,0.06920415163040161,1,3800
head,1,1,0.7548138432393898,0.16955018043518066,1,3800
head,1,2,1.5919951729665627,0.3425605297088623,1,3800
head,1,3,0.5913650326619972,0.12456744909286499,1,3800
mlp_group,1,0,1.6525995306437835e-05,0.0,1,3800
mlp_group,1,1,1.3590050002676435e-05,0.0,1,3800
mlp_group,1,2,8.664440247230232e-05,0.0,1,3800
mlp_group,1,3,2.487661549821496e-05,0.0,1,3800
mlp_group,1,4,1.7550224583828822e-05,0.0,1,3800
mlp_group,1,5,4.517102934187278e-05,0.0,1,3800
mlp_group,1,6,2.187272912124172e-05,0.0,1,3800
mlp_group,1,7,7.827376975910738e-05,0.0,1,3800
head,0,0,0.7311612036619408,0.19031143188476562,1,3900
head,0,1,1.4657204416189415,0.32179927825927734,1,3900
head,0,2,1.2932290103826745,0.26643598079681396,1,3900
head,0,3,1.620335367003463,0.31141871213912964,1,3900
mlp_group,0,0,0.0025670653749330086,0.0,1,3900
mlp_group,0,1,2.8228122573636938e-05,0.0,1,3900
mlp_group,0,2,0.04809752894379926,0.013840854167938232,1,3900
mlp_group,0,3,9.740381665324094e-05,0.0,1,3900
mlp_group,0,4,0.03605178041198087,0.01038062572479248,1,3900
mlp_group,0,5,0.0014584408681912464,0.0,1,3900
mlp_group,0,6,0.012290821837268595,0.003460228443145752,1,3900
